"_id","_labels","ChEMBL ID","Name","PubChem ID","SMILES","SPARK ID","Spark ID","definition","email","info","link","name","ncbi id","orcid","_start","_end","_type","ChEMBL Assay","DOI","Literature","MIC"
"1073",":Institute","","","","","","","","","","https://www.helmholtz-hzi.de/en/","Helmholtz Centre for Infection Research","","",,,,,,,
"1074",":Institute","","","","","","","","","","https://www.imabiotech.com/","ImaBiotech","","",,,,,,,
"1075",":Institute","","","","","","","","","","https://www.inserm-transfert.fr/","Inserm Transfert SA","","",,,,,,,
"1076",":Institute","","","","","","","","","","https://en.ird.fr/","Institut De Recherche Pour Le Developement","","",,,,,,,
"1077",":Institute","","","","","","","","","","https://www.inserm.fr/en","Institut National De La Sante Et De La Recherche Medicale","","",,,,,,,
"1078",":Institute","","","","","","","","","","https://www.pasteur.fr/en","Institute Pasteur","","",,,,,,,
"1079",":Institute","","","","","","","","","","https://www.pasteur-lille.fr/en/","Institute Pasteur de Lille Foundation","","",,,,,,,
"1080",":Institute","","","","","","","","","","https://www.comunidad.madrid/hospital/lapaz/profesionales/instituto-investigacion-idipaz","Instituto de Investigación Hospital Universitario La Paz","","",,,,,,,
"1081",":Institute","","","","","","","","","","https://ispup.up.pt/","Instituto De Saude Publica Da Universidade Do Porto","","",,,,,,,
"1082",":Institute","","","","","","","","","","https://www.janssen.com/","Janssen Pharmaceutica NV","","",,,,,,,
"1083",":Institute","","","","","","","","","","https://www.kncvtbc.org/en/","Koninklijke Nederlandse Centrale Vereniging Tot Bestrijding Der Tuberculose (KNVC)","","",,,,,,,
"1084",":Institute","","","","","","","","","","https://www.osi.lv/en/","Latvia Institute of Organic Synthesis","","",,,,,,,
"1085",":Institute","","","","","","","","","","https://www.lumc.nl/","Leiden University Medical Center","","",,,,,,,
"1086",":Institute","","","","","","","","","","https://www.lshtm.ac.uk/","London School Of Hygiene And Tropical Medicine Royal Charter","","",,,,,,,
"1087",":Institute","","","","","","","","","","https://www.lmu-klinikum.de/","Ludwig-Maximilians-Universitaet Muenchen","","",,,,,,,
"1088",":Institute","","","","","","","","","","https://www.meduniwien.ac.at/web/","Medical University of Vienna","","",,,,,,,
"1089",":Institute","","","","","","","","","","http://www.mitologics.com/","Mitologics S.A.S.","","",,,,,,,
"1090",":Institute","","","","","","","","","","https://www.nbt.nhs.uk/","North Bristol Trust","","",,,,,,,
"1091",":Institute","","","","","","","","","","https://www.nosopharm.com/","Nosopharm","","",,,,,,,
"1092",":Institute","","","","","","","","","","https://otsuka-onpg.com/","Otsuka Novel Products GMBH","","",,,,,,,
"1093",":Institute","","","","","","","","","","https://www.pei.de/DE/home/home-node.html","Paul-Ehrlich-Institute","","",,,,,,,
"1094",":Institute","","","","","","","","","","https://www.gov.uk/government/organisations/public-health-england","Public Health England - Department of Health","","",,,,,,,
"1095",":Institute","","","","","","","","","","https://www.qps.com/","QPS Netherlands BV","","",,,,,,,
"1096",":Institute","","","","","","","","","","https://www.radboudumc.nl/patientenzorg","Radboud University Medical Center","","",,,,,,,
"1097",":Institute","","","","","","","","","","https://www.sciensano.be/en","Sciensano","","",,,,,,,
"1098",":Institute","","","","","","","","","","NaN","Servicio Madrileno De Salud","","",,,,,,,
"1099",":Institute","","","","","","","","","","https://www.sorbonne-universite.fr/","Sorbonne Université","","",,,,,,,
"1100",":Institute","","","","","","","","","","https://www.ssi.dk/","Statens Serum Institut","","",,,,,,,
"1101",":Institute","","","","","","","","","","https://www.lygature.org/","Stichting Lygature","","",,,,,,,
"1102",":Institute","","","","","","","","","","https://synapse-managers.com/","Synapse Research Management Partners","","",,,,,,,
"1103",":Institute","","","","","","","","","","https://www.task.org.za/","Task Foundation","","",,,,,,,
"1104",":Institute","","","","","","","","","","https://www.nice.org.uk/","The National Institute for Health and Care Excellence","","",,,,,,,
"1105",":Institute","","","","","","","","","","https://www.tbnet.eu/","Tuberculosis Network","","",,,,,,,
"1106",":Institute","","","","","","","","","","https://www.unisr.it/en","Universita Vita-Salute San Raffaele","","",,,,,,,
"1107",":Institute","","","","","","","","","","https://www.univ-poitiers.fr/en/","Universite De Poitiers","","",,,,,,,
"1108",":Institute","","","","","","","","","","https://www.uc3m.es/Home","University Carlos III","","",,,,,,,
"1109",":Institute","","","","","","","","","","https://www.ucl.ac.uk/tb/","University College London","","",,,,,,,
"1110",":Institute","","","","","","","","","","https://www.uantwerpen.be/en/","University of Antwerp","","",,,,,,,
"1111",":Institute","","","","","","","","","","https://www.ucsf.edu/","University of California San Francisco","","",,,,,,,
"1112",":Institute","","","","","","","","","","https://www.ku.dk/english/","University of Copenhagen","","",,,,,,,
"1113",":Institute","","","","","","","","","","https://www.dundee.ac.uk/","University of Dundee","","",,,,,,,
"1114",":Institute","","","","","","","","","","https://www.chemie.uni-hamburg.de/institute/pha/arbeitsgruppen/wicha.html","University of Hamburg","","",,,,,,,
"1115",":Institute","","","","","","","","","","https://www.uni-koeln.de/","University of Köln","","",,,,,,,
"1116",":Institute","","","","","","","","","","https://www.lancaster.ac.uk/","University Of Lancaster","","",,,,,,,
"1117",":Institute","","","","","","","","","","https://www.universiteitleiden.nl/en","University of Leiden","","",,,,,,,
"1118",":Institute","","","","","","","","","","https://www.liverpool.ac.uk/","University of Liverpool","","",,,,,,,
"1119",":Institute","","","","","","","","","","https://www.unimi.it/en","University of Milano","","",,,,,,,
"1120",":Institute","","","","","","","","","","http://www.oucru.org/","University Of Oxford","","",,,,,,,
"1121",":Institute","","","","","","","","","","https://www.unipd.it/en/","University of Padova","","",,,,,,,
"1122",":Institute","","","","","","","","","","https://web.unipv.it/","University of Pavia","","",,,,,,,
"1123",":Institute","","","","","","","","","","https://www.st-andrews.ac.uk/","University of St. Andrews","","",,,,,,,
"1124",":Institute","","","","","","","","","","https://araid.es/en/users/icazcarro","University of Zaragoza / ARAID","","",,,,,,,
"1125",":Institute","","","","","","","","","","https://www.uu.se/en","Uppsala University","","",,,,,,,
"1126",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/ab-direct","AB-DIRECT","","",,,,,,,
"1127",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/combine","COMBINE","","",,,,,,,
"1128",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/era4tb","ERA4TB","","",,,,,,,
"1129",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/gna-now","GNA-NOW","","",,,,,,,
"1130",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/respirintm","RespiriNTM","","",,,,,,,
"1131",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/respiritb","RespiriTB","","",,,,,,,
"1132",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/tric-tb","TRIC-TB","","",,,,,,,
"1133",":Project","","","","","","","","","","https://www.imi.europa.eu/projects-results/project-factsheets/unite4tb","UNITE4TB","","",,,,,,,
"1134",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=470","","Acinetobacter baumannii","470","",,,,,,,
"1135",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=292","","Burkholderia cepacia","292","",,,,,,,
"1136",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=205","","Campylobacter sp.","205","",,,,,,,
"1137",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=810","","Chlamydia","810","",,,,,,,
"1138",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1496","","Clostridium difficile","1496","",,,,,,,
"1139",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=543","","Enterobacteriaceae","543","",,,,,,,
"1140",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1352","","Enterococcus faecium","1352","",,,,,,,
"1141",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=562","","Escherichia coli","562","",,,,,,,
"1142",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=727","","Haemophilus influenzae","727","",,,,,,,
"1143",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=210","","Helicobacter pylori","210","",,,,,,,
"1144",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=573","","Klebsiella pneumoniae","573","",,,,,,,
"1145",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=37162","","Mycobacterium avium complex","37162","",,,,,,,
"1146",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1773","","Mycobacterium tuberculosis","1773","",,,,,,,
"1147",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=485","","Neisseria gonorrhoeae","485","",,,,,,,
"1148",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=5833","","Plasmodium falciparum","5833","",,,,,,,
"1149",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=583","","Proteus","583","",,,,,,,
"1150",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=287","","Pseudomonas aeruginosa","287","",,,,,,,
"1151",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=590","","Salmonella","590","",,,,,,,
"1152",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=613","","Serratia","613","",,,,,,,
"1153",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=625","","Shigella sp.","625","",,,,,,,
"1154",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1280","","Staphylococcus aureus","1280","",,,,,,,
"1155",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1301","","Streptococcus","1301","",,,,,,,
"1156",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1313","","Streptococcus pneumoniae","1313","",,,,,,,
"1157",":Pathogen","","","","","","","","","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1314","","Streptococcus pyogenes","1314","",,,,,,,
"1158",":Skill","","","","","","","Non-susceptibility to all agents in all antimicrobial categories (i.e. bacterial isolates are not susceptible to any clinically available drug). The prevalence of PDR bacteria is difficult to judge as isolates are rarely assessed against all possible antibiotics. However, PDR Gram-negative bacteria have been reported in more than 20 countries in all regions of the world. Mortality in patients infected with these bacteria is high (around 50% on average) but very variable.","","","","Pandrug-resistance (PDR)","","",,,,,,,
"1159",":Skill","","","","","","","Evaluation of a compound discovered to have antibacterial properties (a hit), by confirming its ability to inhibit bacterial growth, assessing its binding to molecular targets of interest, and determining its chemical structure. Hit validation is essential for eliminating false-positives from high-throughput screens, demonstrating that a compound has the potential to be an effective treatment, with no obvious chemical features that would make it difficult to develop into a drug.","","","","Hit confirmation | hit validation","","",,,,,,,
"1160",":Skill","","","","","","","","","","","Vaccine discovery","","",,,,,,,
"1161",":Skill","","","","","","","","","","","Formulation and delivery","","",,,,,,,
"1162",":Skill","","","","","","","An obligate anaerobic, weakly Gram-positive species of mycobacterium that is the cause of most cases of tuberculosis. [ NCI ]","","","","Mycobacterium tuberculosis","","",,,,,,,
"1163",":Skill","","","","","","","The key factors affecting the concentration and distribution of a drug within the body and the time it spends in the body. Drug activity depends on engagement between a drug and its molecular target. How a drug is absorbed, distributed across different tissues (or �compartments�), metabolized and eliminated (e.g. excreted) will all affect its ability to access its target site and have a biological effect. ADME are the core elements of pharmacokinetics.","","","","Absorption distribution metabolism elimination (ADME)","","",,,,,,,
"1164",":Skill","","","","","","","","","","","Pre-clinical pharmacology","","",,,,,,,
"1165",":Skill","","","","","","","Confirmation that inhibition of a bacterial target structure or enzymatic activity is likely to be clinically useful. A bacterial target is critical to its survival or multiplication. However, it must be shown in vitro or in animal models that inhibition of the target is pharmacologically possible and impairs microbial growth, that it cannot be readily overcome by adaptation of other microbial pathways, and that has no significant impact on the host. Stage of infection must also be considered. A bacterial protein important in late stages of infection, when the host has already been infected, may be a less promising target than one essential to an early stage of infection.","","","","Target validation","","",,,,,,,
"1166",":Skill","","","","","","","Plan for the precise procedure to be followed in a clinical trial, including planned and actual timing of events, choice of control group, method of allocating treatments, blinding methods, assigns a subject to pass through one or more epochs in the course of a trial. Specific design elements, e.g., crossover, parallel, dose-escalation [Modified from Pocock, Clinical Trials: A Practical Approach]","","","","Clinical study design","","",,,,,,,
"1167",":Skill","","","","","","","","","","","Communication and Project Management_group","","",,,,,,,
"1168",":Skill","","","","","","","","","","","In-vivo toxicity testing","","",,,,,,,
"1169",":Skill","","","","","","","","","","","Medical writing","","",,,,,,,
"1170",":Skill","","","","","","","","","","","Ethics and ELSI","","",,,,,,,
"1171",":Skill","","","","","","","An application made to a European regulatory authority for approval to market a medicine within the European Union (or Iceland, Liechtenstein or Norway). An MAA includes comprehensive information about a drug to enable a regulatory authority to judge its quality, safety and efficacy.","","","","Marketing authorization application (MAA)","","",,,,,,,
"1172",":Skill","","","","","","","A request to the US Food and Drug Administration (FDA) for permission to market a new biologic product. Formally, a BLA is defined as a request for �permission to introduce, or deliver for introduction, a biologic product into interstate commerce in the US�. A BLA is broadly equivalent to a new drug application (NDA) for traditional small-molecule drugs. It should contain all the information needed to demonstrate the product�s safety, potency and purity.","","","","Biological license application (BLA)","","",,,,,,,
"1173",":Skill","","","","","","","","","","","Drug combinations","","",,,,,,,
"1174",":Skill","","","","","","","A drug that is administered in an inactive form and is metabolized in the body into a pharmacologically active agent. A pro-drug may be developed if a biologically active compound has poor pharmacokinetic properties, for example if it is not absorbed well or rapidly excreted.","","","","Pro-drugs","","",,,,,,,
"1175",":Skill","","","","","","","Different stages of clinical testing of a new drug. Phase 1: First testing in humans, primarily to test safety. A drug is given to a small number of healthy volunteers who are closely monitored.","","","","Phase 1 trials","","",,,,,,,
"1176",":Skill","","","","","","","","","","","Target identification","","",,,,,,,
"1177",":Skill","","","","","","","The process by which large numbers of natural product extracts or chemicals (compound libraries) are tested for antimicrobial activity using automated and/or robotic equipment. High-throughput screens can either test the ability of compounds to inhibit a specific bacterial target or, more generally, to inhibit the growth of bacterial cells (see: �bacteriostatic�) or kill bacteria (see: �bactericidal�). Compounds discovered to have antibacterial activity in initial screens are known as �hits�.","","","","High-throughput screening (HTS)","","",,,,,,,
"1178",":Skill","","","","","","","Basic research to understand the mechanisms that cells use to avoid being killed by cytotoxic drugs. [ NCI ]","","","","Drug-resistance mechanisms","","",,,,,,,
"1179",":Skill","","","","","","","","","","","Drug Discovery_group","","",,,,,,,
"1180",":Skill","","","","","","","Natural products are small molecules produced by living organisms including plants, invertebrates and microorganisms. They are also known as secondary metabolites being non-essential for life, but they play key roles in defence and cell to cell communication. They represent a unique chemical space with compounds distributed in a broad diversity of chemical classes. They have been evolving with nature together with the activities that have been optimized together with the targets. Pharmaceutical companies have been using natural products for decades as one of the major sources for discovery of novel bio-active compounds and today more than 50% of the molecules in development are still natural products, semi-synthetic derivatives or have been inspired in these scaffolds. Today, natural products are still an untapped reservoir with more than 90% of the microbial sources still underexplored and with biosynthetic potential that by far exceeds the initial estimations. This is why natural products still represent one of the major sources of chemical diversity and one of the starting points for the discovery of novel antibiotics.","","","","Natural products","","",,,,,,,
"1181",":Skill","","","","","","","Comprehensive report of an individual study conducted in patients of any therapeutic, prophylactic, or diagnostic agent. A CSR must include an explanation of critical design features of the study, methods and how the study was carried out, individual patient data, and details of analytical methods. The content of CSRs is specified in guideline E3 produced by the International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). They are submitted to regulatory authorities and ethics committees and are a key element of submissions for regulatory approval.","","","","Clinical study report (CSR) creation","","",,,,,,,
"1182",":Skill","","","","","","","A stage of drug discovery during which a compound demonstrated to have antibacterial properties (a hit) is iteratively modified to improve its efficacy and other properties. Typically, multiple chemical variants of a hit compound are synthesized (hit expansion). Studies of these compounds help to identify key structural features of the compound associated with binding to molecular targets and efficacy (structure�activity relationships). Chemical modifications are also introduced to improve its drug-like properties, such as stability, membrane permeability, cytotoxicity and specificity. This stage ends with one or more optimized lead compounds that are extensively evaluated for efficacy and safety in biochemical and cellular assays and in animal studies.","","","","Hit-to-lead (HTL) | lead generation","","",,,,,,,
"1183",":Skill","","","","","","","Different stages of clinical testing of a new drug. Phase 4: Studies undertaken after a drug has been licensed, to gather further safety, efficacy or effectiveness data in routine clinical use.","","","","Phase 4 trials and Pharmacovigilance","","",,,,,,,
"1184",":Skill","","","","","","","Assessing the concentration of a drug, chemical or other substance required to inhibit microbial growth or to kill a microbe. Through bodies such as the European Committee on Antimicrobial Susceptibility Testing (EUCAST) and the Clinical and Laboratory Standards Institute (CLSI), internationally agreed standards have been developed to guide rigorous assessment of antimicrobial susceptibility.","","","","Antimicrobial susceptibility testing (AST) | resistance testing","","",,,,,,,
"1185",":Skill","","","","","","","Study of the uptake, movement, binding and interactions of drugs in the body and how they affect drug activity. Drug activity depends on engagement between a drug and its molecular target. Any factor affecting drug concentration at its target site, strength of binding or duration of binding will affect that drug�s pharmacological activity and clinical responses. Broadly speaking, pharmacodynamics considers the properties of a drug that affect target engagement in the body, while pharmacokinetics considers the effect of the body on a drug.","","","","Pharmacodynamics (PD)","","",,,,,,,
"1186",":Skill","","","","","","","","","","","Project communication and dissemination","","",,,,,,,
"1187",":Skill","","","","","","","The specific biochemical interaction through which an antimicrobial produces its pharmacological effect. For antibiotics, the most common mechanisms of action are: Inhibition of cell wall synthesis Inhibition of protein synthesis Disruption of cell membranes Inhibition of DNA replication or transcription Inhibition of bacterial metabolism For compounds identified in phenotypic screens, mechanisms of action may not be immediately obvious. Further studies are required to understand how they achieve their antibacterial effects. Determining mechanism of action is important because it suggests what modifications could be made to a compound to improve its activity and specificity. In addition, antibiotics used as combinations should ideally have different mechanisms of actions, to make it harder for bacteria to develop resistance to treatment.","","","","Mechanism of action (MoA)","","",,,,,,,
"1188",":Skill","","","","","","","Phase 2: Testing in a small number of patients, to assess safety, to monitor how a drug is metabolized, and to gather initial data on efficacy. Phase 3: A large trial in patients to test efficacy and safety. Phase 2 studies are sometimes divided into phase 2A and 2B. There are no formal definitions of these divisions, but phase 2A studies are typically more preliminary and can address issues such as dosing and safety, while phase 2B studies are generally �mini-phase 3� studies that provide data on efficacy. Increasingly, these categories are becoming less clear-cut, particularly phase 2 and 3 trials.","","","","Phase 2 trials","","",,,,,,,
"1189",":Skill","","","","","","","The design, synthesis and modification of biologically active molecules. Medicinal chemistry plays a critical role in converting a newly discovered molecule with antibacterial activity (a hit) into a safe and effective candidate. Key steps include modifying the molecule to explore the relationship between chemical structure and antibacterial activity (structure-activity relationship, SAR) and adapting the molecule to improve its efficacy and drug-like properties (lead optimization).","","","","Medicinal chemistry","","",,,,,,,
"1190",":Skill","","","","","","","","","","","In-vivo modelling","","",,,,,,,
